Year,UNIT_MEASURE,Sex,Age,Cause_of_death,Value
2015,Number,Both sexes,75-79,(G00-G99) Diseases of the nervous system,39
2015,Number,Both sexes,75-79,(A00-B99) Infectious and parasitic diseases,36
2015,Number,Both sexes,75-79,(N00-N99) Diseases of the genitourinary system,90
2015,Number,Both sexes,75-79,(E00-E90) Endocrine metabolic and nutritional diseases,306
2015,Number,Both sexes,75-79,(J00-J99) Diseases of the respiratory system,224
2015,Number,Both sexes,75-79,Unknown,70
2015,Number,Both sexes,75-79,(K00-K93) Diseases of the digestive system,92
2015,Number,Both sexes,75-79,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",84
2015,Number,Both sexes,75-79,"(C00-C97,D00-D48) Neoplasms",811
2015,Number,Both sexes,75-79,(I00-I99) Diseases of the circulatory system,2400
2015,Number,Both sexes,75-79,"(S00-T98) Injuries, poisoning and consequences of external causes",38
2015,Number,Both sexes,75-79,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",5
2015,Number,M,75-79,(H00-H59) Diseases of the eye,0
2015,Number,M,75-79,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2015,Number,M,75-79,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2015,Number,M,75-79,(P00-P96) Certain conditions originating in the perinatal period,0
2015,Number,M,75-79,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1
2015,Number,M,75-79,(M00-M99) Diseases of the musculoskeletal system and connective tissue,1
2015,Number,M,75-79,"(S00-T98) Injuries, poisoning and consequences of external causes",26
2015,Number,M,75-79,(I00-I99) Diseases of the circulatory system,1059
2015,Number,M,75-79,"(C00-C97,D00-D48) Neoplasms",457
2015,Number,M,75-79,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",49
2015,Number,M,75-79,(K00-K93) Diseases of the digestive system,43
2015,Number,M,75-79,Unknown,40
2015,Number,M,75-79,(J00-J99) Diseases of the respiratory system,114
2015,Number,M,75-79,(E00-E90) Endocrine metabolic and nutritional diseases,99
2015,Number,M,75-79,(N00-N99) Diseases of the genitourinary system,43
2015,Number,M,75-79,(A00-B99) Infectious and parasitic diseases,16
2015,Number,M,75-79,(F00-F99) Mental and behavioural disorders,9
2015,Number,M,75-79,(G00-G99) Diseases of the nervous system,22
2015,Number,F,75-79,(P00-P96) Certain conditions originating in the perinatal period,0
2015,Number,F,75-79,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2015,Number,F,75-79,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2015,Number,F,75-79,(H00-H59) Diseases of the eye,0
2015,Number,F,75-79,(M00-M99) Diseases of the musculoskeletal system and connective tissue,3
2015,Number,F,75-79,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",4
2015,Number,F,75-79,(F00-F99) Mental and behavioural disorders,4
2015,Number,F,75-79,(A00-B99) Infectious and parasitic diseases,20
2015,Number,F,75-79,(E00-E90) Endocrine metabolic and nutritional diseases,207
2015,Number,F,75-79,(G00-G99) Diseases of the nervous system,17
2015,Number,F,75-79,(I00-I99) Diseases of the circulatory system,1341
2015,Number,F,75-79,(J00-J99) Diseases of the respiratory system,110
2015,Number,F,75-79,(K00-K93) Diseases of the digestive system,49
2015,Number,F,75-79,(N00-N99) Diseases of the genitourinary system,47
2015,Number,F,75-79,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",35
2015,Number,F,75-79,"(S00-T98) Injuries, poisoning and consequences of external causes",12
2015,Number,F,75-79,Unknown,30
2015,Number,F,75-79,"(C00-C97,D00-D48) Neoplasms",354
2015,Number,Both sexes,80-84,(P00-P96) Certain conditions originating in the perinatal period,0
2015,Number,Both sexes,80-84,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2015,Number,Both sexes,80-84,(H00-H59) Diseases of the eye,1
2015,Number,Both sexes,80-84,(L00-L99) Diseases of the skin and subcutaneous tissue,1
2015,Number,Both sexes,80-84,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",10
2015,Number,Both sexes,80-84,(F00-F99) Mental and behavioural disorders,13
2015,Number,Both sexes,80-84,(G00-G99) Diseases of the nervous system,40
2015,Number,Both sexes,80-84,(A00-B99) Infectious and parasitic diseases,31
2015,Number,Both sexes,80-84,(N00-N99) Diseases of the genitourinary system,90
2015,Number,Both sexes,80-84,(E00-E90) Endocrine metabolic and nutritional diseases,245
2015,Number,Both sexes,80-84,(J00-J99) Diseases of the respiratory system,241
2015,Number,Both sexes,80-84,Unknown,74
2015,Number,Both sexes,80-84,(K00-K93) Diseases of the digestive system,65
2015,Number,Both sexes,80-84,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",77
2015,Number,Both sexes,80-84,"(C00-C97,D00-D48) Neoplasms",582
2015,Number,Both sexes,80-84,(I00-I99) Diseases of the circulatory system,2599
2015,Number,Both sexes,80-84,"(S00-T98) Injuries, poisoning and consequences of external causes",28
2015,Number,Both sexes,80-84,(M00-M99) Diseases of the musculoskeletal system and connective tissue,6
2015,Number,M,80-84,(H00-H59) Diseases of the eye,0
2015,Number,M,80-84,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2015,Number,M,80-84,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2015,Number,M,80-84,(P00-P96) Certain conditions originating in the perinatal period,0
2015,Number,M,80-84,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",2
2015,Number,M,80-84,(M00-M99) Diseases of the musculoskeletal system and connective tissue,2
2015,Number,M,80-84,"(S00-T98) Injuries, poisoning and consequences of external causes",18
2015,Number,M,80-84,(I00-I99) Diseases of the circulatory system,1010
2015,Number,M,80-84,"(C00-C97,D00-D48) Neoplasms",327
2015,Number,M,80-84,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",27
2015,Number,M,80-84,(K00-K93) Diseases of the digestive system,28
2015,Number,M,80-84,Unknown,43
2015,Number,M,80-84,(J00-J99) Diseases of the respiratory system,117
2015,Number,M,80-84,(E00-E90) Endocrine metabolic and nutritional diseases,75
2015,Number,M,80-84,(N00-N99) Diseases of the genitourinary system,37
2015,Number,M,80-84,(A00-B99) Infectious and parasitic diseases,13
2015,Number,M,80-84,(G00-G99) Diseases of the nervous system,23
2015,Number,M,80-84,(F00-F99) Mental and behavioural disorders,6
2015,Number,F,80-84,(P00-P96) Certain conditions originating in the perinatal period,0
2015,Number,F,80-84,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2015,Number,F,80-84,(H00-H59) Diseases of the eye,1
2015,Number,F,80-84,(L00-L99) Diseases of the skin and subcutaneous tissue,1
2015,Number,F,80-84,(M00-M99) Diseases of the musculoskeletal system and connective tissue,4
2015,Number,F,80-84,(F00-F99) Mental and behavioural disorders,7
2015,Number,F,80-84,(A00-B99) Infectious and parasitic diseases,18
2015,Number,F,80-84,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",8
2015,Number,F,80-84,(E00-E90) Endocrine metabolic and nutritional diseases,170
2015,Number,F,80-84,(G00-G99) Diseases of the nervous system,17
2015,Number,F,80-84,(I00-I99) Diseases of the circulatory system,1589
2015,Number,F,80-84,(J00-J99) Diseases of the respiratory system,124
2015,Number,F,80-84,(K00-K93) Diseases of the digestive system,37
2015,Number,F,80-84,(N00-N99) Diseases of the genitourinary system,53
2015,Number,F,80-84,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",50
2015,Number,F,80-84,"(S00-T98) Injuries, poisoning and consequences of external causes",10
2015,Number,F,80-84,Unknown,31
2015,Number,F,80-84,"(C00-C97,D00-D48) Neoplasms",255
2015,Number,Both sexes,85+,(P00-P96) Certain conditions originating in the perinatal period,0
2015,Number,Both sexes,85+,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2015,Number,Both sexes,85+,(H00-H59) Diseases of the eye,0
2015,Number,Both sexes,85+,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",2
2015,Number,Both sexes,85+,(L00-L99) Diseases of the skin and subcutaneous tissue,2
2015,Number,Both sexes,85+,(F00-F99) Mental and behavioural disorders,21
2015,Number,Both sexes,85+,(G00-G99) Diseases of the nervous system,14
2015,Number,Both sexes,85+,(A00-B99) Infectious and parasitic diseases,17
2015,Number,Both sexes,85+,(N00-N99) Diseases of the genitourinary system,52
2015,Number,Both sexes,85+,(E00-E90) Endocrine metabolic and nutritional diseases,156
2015,Number,Both sexes,85+,(J00-J99) Diseases of the respiratory system,183
2015,Number,Both sexes,85+,Unknown,89
2015,Number,Both sexes,85+,(K00-K93) Diseases of the digestive system,57
2015,Number,Both sexes,85+,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",76
2015,Number,Both sexes,85+,"(C00-C97,D00-D48) Neoplasms",272
2015,Number,Both sexes,85+,(I00-I99) Diseases of the circulatory system,2558
2015,Number,Both sexes,85+,"(S00-T98) Injuries, poisoning and consequences of external causes",16
2015,Number,Both sexes,85+,(M00-M99) Diseases of the musculoskeletal system and connective tissue,5
2015,Number,M,85+,(H00-H59) Diseases of the eye,0
2015,Number,M,85+,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0
2015,Number,M,85+,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2015,Number,M,85+,(P00-P96) Certain conditions originating in the perinatal period,0
2015,Number,M,85+,(L00-L99) Diseases of the skin and subcutaneous tissue,1
2015,Number,M,85+,(M00-M99) Diseases of the musculoskeletal system and connective tissue,2
2015,Number,M,85+,(G00-G99) Diseases of the nervous system,4
2015,Number,M,85+,"(S00-T98) Injuries, poisoning and consequences of external causes",11
2015,Number,M,85+,(I00-I99) Diseases of the circulatory system,784
2015,Number,M,85+,"(C00-C97,D00-D48) Neoplasms",138
2015,Number,M,85+,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",28
2015,Number,M,85+,(K00-K93) Diseases of the digestive system,23
2015,Number,M,85+,Unknown,32
2015,Number,M,85+,(J00-J99) Diseases of the respiratory system,85
2015,Number,M,85+,(E00-E90) Endocrine metabolic and nutritional diseases,46
2015,Number,M,85+,(N00-N99) Diseases of the genitourinary system,24
2015,Number,M,85+,(A00-B99) Infectious and parasitic diseases,8
2015,Number,M,85+,(F00-F99) Mental and behavioural disorders,7
2015,Number,F,85+,(P00-P96) Certain conditions originating in the perinatal period,0
2015,Number,F,85+,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2015,Number,F,85+,(H00-H59) Diseases of the eye,0
2015,Number,F,85+,(L00-L99) Diseases of the skin and subcutaneous tissue,1
2015,Number,F,85+,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",2
2015,Number,F,85+,(M00-M99) Diseases of the musculoskeletal system and connective tissue,3
2015,Number,F,85+,"(S00-T98) Injuries, poisoning and consequences of external causes",5
2015,Number,F,85+,(A00-B99) Infectious and parasitic diseases,9
2015,Number,F,85+,(E00-E90) Endocrine metabolic and nutritional diseases,110
2015,Number,F,85+,(F00-F99) Mental and behavioural disorders,14
2015,Number,F,85+,(G00-G99) Diseases of the nervous system,10
2015,Number,F,85+,(I00-I99) Diseases of the circulatory system,1774
2015,Number,F,85+,(J00-J99) Diseases of the respiratory system,98
2015,Number,F,85+,(K00-K93) Diseases of the digestive system,34
2015,Number,F,85+,(N00-N99) Diseases of the genitourinary system,28
2015,Number,F,85+,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",48
2015,Number,F,85+,Unknown,57
2015,Number,F,85+,"(C00-C97,D00-D48) Neoplasms",134
2016,Number,Both sexes,Total,(H60–H95) Diseases of the ear and adnexa,1
2016,Number,Both sexes,Total,(L00-L99) Diseases of the skin and subcutaneous tissue,1
2016,Number,Both sexes,Total,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",10
2016,Number,Both sexes,Total,(A00-B99) Infectious and parasitic diseases,213
2016,Number,Both sexes,Total,"(C00-C97,D00-D48) Neoplasms",4592
2016,Number,Both sexes,Total,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",30
2016,Number,Both sexes,Total,(E00-E90) Endocrine metabolic and nutritional diseases,1203
2016,Number,Both sexes,Total,(F00-F99) Mental and behavioural disorders,95
2016,Number,Both sexes,Total,(G00-G99) Diseases of the nervous system,193
2016,Number,Both sexes,Total,(I00-I99) Diseases of the circulatory system,11211
2016,Number,Both sexes,Total,(J00-J99) Diseases of the respiratory system,915
2016,Number,Both sexes,Total,(K00-K93) Diseases of the digestive system,568
2016,Number,Both sexes,Total,(M00-M99) Diseases of the musculoskeletal system and connective tissue,25
2016,Number,Both sexes,Total,(N00-N99) Diseases of the genitourinary system,431
2016,Number,Both sexes,Total,(P00-P96) Certain conditions originating in the perinatal period,94
2016,Number,Both sexes,Total,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",489
2016,Number,Both sexes,Total,Unknown,542
2016,Number,Both sexes,Total,"(S00-T98) Injuries, poisoning and consequences of external causes",492
2016,Number,M,Total,(H60–H95) Diseases of the ear and adnexa,0
2016,Number,M,Total,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2016,Number,M,Total,(M00-M99) Diseases of the musculoskeletal system and connective tissue,3
2016,Number,M,Total,"(S00-T98) Injuries, poisoning and consequences of external causes",370
2016,Number,M,Total,(A00-B99) Infectious and parasitic diseases,105
2016,Number,M,Total,"(C00-C97,D00-D48) Neoplasms",2596
2016,Number,M,Total,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",13
2016,Number,M,Total,(E00-E90) Endocrine metabolic and nutritional diseases,446
2016,Number,M,Total,(F00-F99) Mental and behavioural disorders,53
2016,Number,M,Total,(G00-G99) Diseases of the nervous system,102
2016,Number,M,Total,(I00-I99) Diseases of the circulatory system,5195
2016,Number,M,Total,(J00-J99) Diseases of the respiratory system,528
2016,Number,M,Total,(K00-K93) Diseases of the digestive system,316
2016,Number,M,Total,(N00-N99) Diseases of the genitourinary system,199
2016,Number,M,Total,(P00-P96) Certain conditions originating in the perinatal period,56
2016,Number,M,Total,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",254
2016,Number,M,Total,Unknown,296
2016,Number,M,Total,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",6
2016,Number,F,Total,(H60–H95) Diseases of the ear and adnexa,1
2016,Number,F,Total,(L00-L99) Diseases of the skin and subcutaneous tissue,1
2016,Number,F,Total,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",4
2016,Number,F,Total,(A00-B99) Infectious and parasitic diseases,108
2016,Number,F,Total,"(C00-C97,D00-D48) Neoplasms",1996
2016,Number,F,Total,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",17
2016,Number,F,Total,(E00-E90) Endocrine metabolic and nutritional diseases,757
2016,Number,F,Total,(F00-F99) Mental and behavioural disorders,42
2016,Number,F,Total,(G00-G99) Diseases of the nervous system,91
2016,Number,F,Total,(I00-I99) Diseases of the circulatory system,6016
2016,Number,F,Total,(J00-J99) Diseases of the respiratory system,387
